Sno,Items,Description,Price(in AED),Image url
19,Penne Pink,"Premium durum wheat penne rigate mixed with the perfect balance of Nonna's zesty pomodoro sauce, and silky smooth cooking cream",46,https://images.deliveryhero.io/image/talabat/Menuitems/E89B8735F5E5FAFF4BD8A867558B5E3D?width=172&amp;height=172
20,Penne Calabrese,"Penne pasta with a creamy, tangy pink sauce with sundried tomato and grilled chicken (mildly spicy)",55,https://images.deliveryhero.io/image/talabat/Menuitems/759AA219FA0887C943C971EA5B4BB0D8?width=172&amp;height=172
21,Penne Arrabbiata,"Premium durum wheat penne pasta with Nonna's classic sugo all'arrabbiata - a spicy sauce made from garlic, tomatoes, and dried red chili peppers, originating from the Lazio region, around Rome, and translated as 'angry' - in reference to the spice of the chili's",46,
22,Tagliatelle Al Tartufo,"Nonna's premium tagliatelle pasta, with a creamy homemade sauce of fresh mushroom and black truffle",55,
23,Create your Own Pasta,Create you own pasta with our premium pastas and homemade sauces,46,
24,Lasagna Al Forno Bolognese,"Fresh lasagna sheets smothered with Nonna's 100% homemade Beef Bolognese and homemade bechamel sauce, topped with fior di latte mozzarella and parmesan",52,https://images.deliveryhero.io/image/talabat/Menuitems/4B94AACDE4DB9B423FB7FDD66757B368?width=172&amp;height=172
25,Lasagna Di Pollo,"Layers of fresh lasagna, filled with Nonna's homemade basil pesto, shredded oven roast chicken breast, classic homemade bechamel sauce and topped with fior di latte mozzarella and parmesan",52,https://images.deliveryhero.io/image/talabat/Menuitems/2FF654280C2A932BDD30869C7763C626?width=172&amp;height=172
26,Bambino Bolognese,"Our classic Spaghetti with Beef Bolognese, just a bit smaller!",35,https://images.deliveryhero.io/image/talabat/Menuitems/C8D22CC686D9E26AA9116E8E938A5AE7?width=172&amp;height=172
27,Bambino Pomodoro,Penne pasta topped with our rich tomato sauce,32,https://images.deliveryhero.io/image/talabat/Menuitems/BA525323902551064FFAB033BC75CB0D?width=172&amp;height=172
28,Mac'n'Cheese,Nonna's delightfully creamy classic cheddar cheese mac!,35,https://images.deliveryhero.io/image/talabat/Menuitems/01D658CD3C9C83D0E289193F43D2C28F?width=172&amp;height=172
29,Chicken Nuggets & Wedges,Crispy chicken nuggets with seasoned potato wedges,28,https://images.deliveryhero.io/image/talabat/Menuitems/13F24739ABC5729750F3923F3809E47D?width=172&amp;height=172
30,Nonna's Chocolate Fudge Brownie,"Soft, fudgy and chocolatey. Satisfaction guaranteed! Contains Nuts",23,https://images.deliveryhero.io/image/talabat/Menuitems/4CBE990CA3AA7066814D49DB23EDF7BA?width=172&amp;height=172
31,Nonna's Chocolate Chip Cookie,"Soft, buttery, and stuffed with chocolate. A perfect treat!",23,https://images.deliveryhero.io/image/talabat/Menuitems/A1537480AF6BC48B69DDDD3A568EDC7C?width=172&amp;height=172
32,Nonna's Banana Caramel Pudding,"Nonna's homemade pudding with caramelised banana, custard cream, and banana caramel sauce",28,https://images.deliveryhero.io/image/talabat/Menuitems/8E1706AEDEC303E6B5343394551A7EF1?width=172&amp;height=172
33,Nonna's Toffee Sponge Cake,Homemade toffee sponge with creme anglaise and toffee nut caramel sauce,28,https://images.deliveryhero.io/image/talabat/Menuitems/4787052D27E3C1BD86ED0E039D37D866?width=172&amp;height=172
34,Nonna's Homemade Tiramisu,Classic Tiramisu using Nonna's secret recipe,28,https://images.deliveryhero.io/image/talabat/Menuitems/31F657C8D13C362F85CD77FB1F92C4FF?width=172&amp;height=172
35,Arwa Water (500ml),,5,https://images.deliveryhero.io/image/talabat/Menuitems/BB9E183197C487B000DA50E378E44485?width=172&amp;height=172
36,Coca Cola (290ml),,9,https://images.deliveryhero.io/image/talabat/Menuitems/DF22E314A3DA3D18A0C01867A561E51C?width=172&amp;height=172
37,Coke Zero (290ml),,9,https://images.deliveryhero.io/image/talabat/Menuitems/4C1E22C272FF722ACD7BE8E0718B7B8F?width=172&amp;height=172
38,Fanta (290ml),,9,https://images.deliveryhero.io/image/talabat/Menuitems/105CA63D17E048DEA39B96190DA307EF?width=172&amp;height=172
39,Sprite (290ml),,9,https://images.deliveryhero.io/image/talabat/Menuitems/61E9855C029D4D5C14B6EACABB7AB352?width=172&amp;height=172
,,,,
0,Mixed Seafood Pizza BOGO,"Pizza sauce, mozzarella fior di latte, basil, oregano, garlic, chili flakes, prawns, squids, mussels, olive oil.",61,https://images.deliveryhero.io/image/talabat/Menuitems/DFC90CA12E9D60F728BEFED5DBEFCCE4?width=172&amp;height=172
1,4 Cheese Pizza BOGO,"Pizza sauce, mozzarella fior di latte, smoked mozzarella, gorgonzola, parmigiano cheese.",56,https://images.deliveryhero.io/image/talabat/Menuitems/5B72678947C62E8F7274D957C01D5C6C?width=172&amp;height=172
2,Hawaiin Pizza BOGO,"Mozzarella fior de latte, turkey ham, beef bacon, fresh pineapple and short ribs.",56,https://images.deliveryhero.io/image/talabat/Menuitems/274E786B8644561313D6302F8C980E65?width=172&amp;height=172
3,Buratta Cheese Pizza BOGO,"Pizza sauce, mozzarella fior di latte, semi-dried tomatoes, burrata, oregano and olive oil.",59,https://images.deliveryhero.io/image/talabat/Menuitems/C0CCD80696571AE362BB6F09842F571D?width=172&amp;height=172
4,Bufala Cheese with Sundried Tomato Pizza BOGO,"Pizza sauce, mozzarella fior di latte, buffalo mozzarella, basil, oregano, semi-dried tomatoes, olive oil.",59,https://images.deliveryhero.io/image/talabat/Menuitems/DD88AB6D00686A0C108EB44591964110?width=172&amp;height=172
5,All Meat Pizza BOGO,"Pizza sauce, mozzarella cheese, turkey ham, spicy beef salami, beef bacon, mushrooms, caramelized onion, fennel seeds, chilli flakes.",61,https://images.deliveryhero.io/image/talabat/Menuitems/D7E15BB68E1F74B970B53F8A1C3BD160?width=172&amp;height=172
6,Two Way Pizza,,55,https://images.deliveryhero.io/image/talabat/Menuitems/C4E2DBD70F40EB2D635945E91ADA3EBD?width=172&amp;height=172
7,Classic Margherita Pizza,"Pizza sauce, mozzarella fior di latte, basil, oregano.",47,https://images.deliveryhero.io/image/talabat/Menuitems/070E8BD84A1643F943450F726EC724DB?width=172&amp;height=172
8,Margherita with Bufala Mozzarella Pizza,"Pizza sauce, buffalo mozzarella, oregano, cherry tomatoes, olive oil.",57,https://images.deliveryhero.io/image/talabat/Menuitems/3EF7B1CF989BFEDB667B9AB5700AF00A?width=172&amp;height=172
9,Spicy Italian Pepperoni Pizza,"Pizza sauce, mozzarella fior di latte, mild spicy beef salami, caramelized onion, taggiasca olives, chili flakes and oregano.",55,https://images.deliveryhero.io/image/talabat/Menuitems/7DB767BC96F19D9652EC7091A9FD9F79?width=172&amp;height=172
10,Pepperoni Jalapeño Pizza,"Mozzarella cheese, pizza sauce, oregano, pepperoni , buffalo cheese, jalapeño pickles, button mushrooms, chilli oil.",59,https://images.deliveryhero.io/image/talabat/Menuitems/B4F2995CEC344269BA98C732A9F93C75?width=172&amp;height=172
11,Bufalla Cheese with Sundried Tomato Pizza,"Pizza sauce, mozzarella fior di latte, buffalo mozzarella, basil, oregano, semi-dried tomatoes, olive oil.",59,https://images.deliveryhero.io/image/talabat/Menuitems/C21405087B1AA097A73D8AA86754BEDA?width=172&amp;height=172
12,Eggplant and Parmesan Pizza,"Pizza sauce, mozzarella fior di latte, basil, oregano, fried eggplant, parmigiano cheese.",51,https://images.deliveryhero.io/image/talabat/Menuitems/D10F095CC894CA1985A98F1FF544D009?width=172&amp;height=172
13,4 Cheese Pizza,"Pizza sauce, mozzarella fior di latte, smoked mozzarella, gorgonzola, parmigiano cheese.",56,https://images.deliveryhero.io/image/talabat/Menuitems/C3707FFC223089E3D27533F05614932F?width=172&amp;height=172
14,Hawaiian Pizza,"Mozzarella fior de latte, turkey ham, beef bacon, fresh pineapple and short ribs.",56,https://images.deliveryhero.io/image/talabat/Menuitems/0039CF0D6A45FAED68D55D18872C844D?width=172&amp;height=172
15,Mix Vegetables Pizza,"Fresh pizza sauce, mozzarella, grilled zucchini and eggplant and mix bell pepper marinated with garlic, black olives, artichokes and pesto sauce.",53,https://images.deliveryhero.io/image/talabat/Menuitems/21B58BB269A1B1648082D162774383C2?width=172&amp;height=172
16,Burrata Cheese Pizza,"Pizza sauce, mozzarella fior di latte, semi-dried tomatoes, burrata, oregano and olive oil.",59,https://images.deliveryhero.io/image/talabat/Menuitems/74AF34F7AE81C1F57022C923EAAC3E87?width=172&amp;height=172
17,Truffle Pizza,"White sauce, mozzarella, mushrooms, truffle carpaccio & truffle oil.",79,https://images.deliveryhero.io/image/talabat/Menuitems/7C0B2C5A36E6C773D63AC3D57D366893?width=172&amp;height=172
18,All Meat Pizza,"Pizza sauce, mozzarella cheese, turkey ham, spicy beef salami, beef bacon, mushrooms, caramelized onion, fennel seeds, chilli flakes.",61,https://images.deliveryhero.io/image/talabat/Menuitems/43A65A8DC362A7535224FC95D2594725?width=172&amp;height=172
19,Burrata Mushroom Pizza,"Mushroom sauce, mozzarella cheese, parmesan cheese, burrata cheese, mushroom sautee, beef bacon sautee, sweet onion, rocket pesto, lemon zest, extra virgin olive oil.",59,https://images.deliveryhero.io/image/talabat/Menuitems/B03263DB13CBB7C2076879F65C022ABD?width=172&amp;height=172
20,Turkey & Artichokes Pizza,"Pizza sauce, mozzarella fior di latte, basil, oregano, smoked turkey ham, artichokes, mushrooms, black olives.",59,https://images.deliveryhero.io/image/talabat/Menuitems/603B19C4A25F7BEE2843A08BE37C8C55?width=172&amp;height=172
21,Mixed Seafood Pizza,"Pizza sauce, mozzarella fior di latte, basil, oregano, garlic, chili flakes, prawns, squids, mussels, olive oil.",61,https://images.deliveryhero.io/image/talabat/Menuitems/4C2205C6DD84D79A29F619FEDA444C43?width=172&amp;height=172
22,Whole Wheat Spicy Chicken Pizza,"Whole wheat pizza dough, Pizza sauce, mozzarella fior di latte, basil, oregano, grilled chicken, bell peppers, chili flakes.",57,https://images.deliveryhero.io/image/talabat/Menuitems/3B473517D8DBFE0FA8D3F0E9BB4BCFC8?width=172&amp;height=172
23,Buffalo Chicken Pizza,"Pizza sauce, mozzarella fior de latte, breaded chicken strips, red onion, with buffalo and ranch dressing.",57,https://images.deliveryhero.io/image/talabat/Menuitems/8D6065A79AB361DD09FBDC5CB66B4163?width=172&amp;height=172
24,Chicken Jalapeño Pizza,"Fresh cream sauce, smoked mozzarella cheese, chicken, jalapeno pickles, caramelized onions and dynamite sauce.",58,https://images.deliveryhero.io/image/talabat/Menuitems/DED1FE6ACC4EB641C2FA9BA5F4929951?width=172&amp;height=172
25,BBQ Chicken Pizza,"Barbecue sauce, mozzarella fior di latte, smoked mozzarella, barbecue chicken, paprika, baby marrows, eggplants, bell peppers and caramelized onion, black & white sesame seeds.",57,https://images.deliveryhero.io/image/talabat/Menuitems/64C812CB2B00946355A3DF3169655594?width=172&amp;height=172
26,Steak Pizza,"Cream sauce, cheese sauce, mozzarella cheese, cheddar cheese, ribeye steak, button mushroom, green bell pepper, red onion, garlic Italian herbs.",59,https://images.deliveryhero.io/image/talabat/Menuitems/F07A0949503BEDF044211B8DAD704FEE?width=172&amp;height=172
27,Crispy Turkey Ham Pizza,"Pizza sauce, mozzarella fior de latte, dijon bechamel, crispy turkey ham, gruyere cheese, olive oil and dried oregano.",59,https://images.deliveryhero.io/image/talabat/Menuitems/7716B50C9D31C094B1A731C8746DE86F?width=172&amp;height=172
28,Funghi Supreme Pizza,"Pizza sauce, mozzarella fior de latte, mushroom bechamel, buttered mushroom, hint of black pepper with olive oil and dried oregano.",59,https://images.deliveryhero.io/image/talabat/Menuitems/BC7B454A5BAD213D883531870DAB10F3?width=172&amp;height=172
29,Ranch Chicken Pizza,"Cream sauce, ranch sauce, mozzarella cheese, grilled chicken strips, jalapeño pickles, fresh tomato, garlic.",58,https://images.deliveryhero.io/image/talabat/Menuitems/5E90C09B26DBB9CFA33F921EE854B878?width=172&amp;height=172
30,Shawarma Pizza,"Mozzarella fior de latte, fresh tomato, cucumber pickles, red onions, shawarma chicken and garlic mayo.",56,https://images.deliveryhero.io/image/talabat/Menuitems/62E22BC5C32C4AAE433DE868C7A4F1DC?width=172&amp;height=172
31,Short Ribs Pizza,"Short ribs sauce, mozzarella fior de latte, angus short ribs, sharp cheddar cheese and red onion confit.",64,https://images.deliveryhero.io/image/talabat/Menuitems/609E9358D8C5BC10C7A87BF2F6D96B4C?width=172&amp;height=172
32,Mac & Cheese Balls,Deep fried mac & cheese balls served with Pizzaro special sauce.,24,https://images.deliveryhero.io/image/talabat/Menuitems/64AE42988FAA188887C43174824203ED?width=172&amp;height=172
33,Fried Prawns with Spicy Sauce,Deep-fried battered shrimps served with home made dynamite sauce.,42,https://images.deliveryhero.io/image/talabat/Menuitems/D00B52592338B72582779874D147EAAD?width=172&amp;height=172
34,Deep Fried Calamari,Deep-fried squids flavored with black peppercorn served with avocado dip and lime.,42,https://images.deliveryhero.io/image/talabat/Menuitems/A57E3038CC1003476ECBB99FB4CDE55E?width=172&amp;height=172
35,Deep Fried Potato & Cheese Balls,"Breaded mashed potato balls stuffed with mozzarella, served with Pizzaro signature honey mustard sauce.",25,https://images.deliveryhero.io/image/talabat/Menuitems/5AD807375B93BE72AF4DEB2FBDC971D1?width=172&amp;height=172
36,Shrimps Skewers,2 Skewers of marinated grilled shrimps with Pizzaro's special lemon & mint dressing.,39,https://images.deliveryhero.io/image/talabat/Menuitems/EE0F1954E4E974C4638D86DB849B8F16?width=172&amp;height=172
37,Deep Fried Mozzarella Sticks,Deep-fried mozzarella sticks served with marinara sauce aside.,31,https://images.deliveryhero.io/image/talabat/Menuitems/87896642ABD8D9E16D9B5A83AB17C460?width=172&amp;height=172
38,BBQ Style Chicken Wings,Deep-fried BBQ chicken wings served with BBQ sauce aside.,30,https://images.deliveryhero.io/image/talabat/Menuitems/65F4205D1186AE8465CFF76E12073DF0?width=172&amp;height=172
39,Baked Garlic Bread,"Freshly baked French baguette with butter, garlic, mozzarella & parmesan.",21,https://images.deliveryhero.io/image/talabat/Menuitems/D6D4434AC2EE72EB82DD41D3FABD8892?width=172&amp;height=172
40,Skin-On Fries,Skin-on potato fries with oregano flavor.,19,https://images.deliveryhero.io/image/talabat/Menuitems/EC1C66FAEACF4220192A958142ABD0D0?width=172&amp;height=172
41,Potato Wedges with Garlic and Rosemary,Wedges of baby potatoes sauteed with rosemary and garlic.,25,https://images.deliveryhero.io/image/talabat/Menuitems/291E6D03A3347653B516C1574F875913?width=172&amp;height=172
42,Cajun Fries,Potato fries with cajun spices.,21,https://images.deliveryhero.io/image/talabat/Menuitems/475B4B6DBB6506FB88FE2A13295ED042?width=172&amp;height=172
43,Deep Fried Chicken Balls,Deep fried breaded chicken balls served with cocktail sauce.,26,https://images.deliveryhero.io/image/talabat/Menuitems/696A5DAF35685D32DABFCA621C3D9F0F?width=172&amp;height=172
44,Buffalo Chicken Wings,Mild spicy buffalo chicken wings served with ranch sauce.,30,https://images.deliveryhero.io/image/talabat/Menuitems/8FCE2510BC4C4520B7BD228DF3058B8E?width=172&amp;height=172
45,Buffalo Chicken Balls,Deep fried breaded chicken balls with spicy buffalo sauce.,27,https://images.deliveryhero.io/image/talabat/Menuitems/CBBBC904F94BBC38467EB185BAACD4BC?width=172&amp;height=172
46,Pink Chicken Pasta,"Penne tossed with fresh cream & tomato sauce with marinated chicken strips, chilli flakes, fresh mushroom, parmesan cheese and thyme.",54,https://images.deliveryhero.io/image/talabat/Menuitems/D565E4D220F76570360CBCB1724891BB?width=172&amp;height=172
47,Traditional Home-Style Lasagna Pasta,"Baked layers of fresh pasta with bolognese sauce, minced beef, béchamel sauce, parmigiano cheese and tomato sauce.",56,https://images.deliveryhero.io/image/talabat/Menuitems/425115B9EEACD9B7FFD73AD4A3B87021?width=172&amp;height=172
48,Seafood Linguine Pasta,"Linguine sautéed with prawns, squid, mussels, clams in a light tomato sauce with garlic, chili flakes and parsley.",60,https://images.deliveryhero.io/image/talabat/Menuitems/5975679C1B70A1C81B24FF6859B76CA1?width=172&amp;height=172
49,Penne with Mushroom and Chicken Pasta,"Penne tossed in a rich cream sauce with chicken strips, button mushrooms and parmigiano cheese.",54,https://images.deliveryhero.io/image/talabat/Menuitems/9B242B82F5900713AB9C1FE44E92A15E?width=172&amp;height=172
50,Ravioli Filled with Mushroom & Ricotta Pasta,"Fresh ravioli, stuffed with ricotta and mushrooms, with a light cream sauce, baby spinach leaves and Parmigiano cheese.",60,https://images.deliveryhero.io/image/talabat/Menuitems/38D8011AD04C93683DBEC23998D5C2FD?width=172&amp;height=172
51,Spaghetti Pasta with Turkey Ham and Carbonara Sauce,"Spaghetti pasta, carbonara sauce, turkey ham, black pepper & parmesan cheese.",56,https://images.deliveryhero.io/image/talabat/Menuitems/C9109D8FCF09484F2390605ED75DD11C?width=172&amp;height=172
52,Penne with Spicy Arrabiata Sauce,Penne pasta with spicy tomato arrabiata sauce.,47,https://images.deliveryhero.io/image/talabat/Menuitems/920CA05C7109AA435C315422BD5DCC7F?width=172&amp;height=172
53,Spaghetti Bolognese,Spaghetti pasta with minced beef in red sauce and parmesan cheese on top.,55,https://images.deliveryhero.io/image/talabat/Menuitems/8363FB75E96F41947E4E97EDB9B3F634?width=172&amp;height=172
54,Cajun Shrimp Pasta,"Spaghetti pasta, fresh cream, sauteed shrimp with cajun, garlic & parsley.",56,https://images.deliveryhero.io/image/talabat/Menuitems/76084C0A75100F092FBB5AC5FC7E1968?width=172&amp;height=172
55,Pizzaro Signature Chicken Salad,"Iceberg lettuce, grilled chicken, Parmigiano, crumbled veal bacon, bread croutons & our version of Caesar dressing,",45,https://images.deliveryhero.io/image/talabat/Menuitems/2596AAA565D68A808C2AD29527B9CF4A?width=172&amp;height=172
56,Rucola and Mozzarella Salad,"Wild rocket, cow-mozzarella, semi-dried tomatoes,  basil, oregano and goat cheese dressing.",43,https://images.deliveryhero.io/image/talabat/Menuitems/C76FFFFC20495541087ED52CD54C9BC7?width=172&amp;height=172
57,Seasonal Mixed Salad with Parmesan,"Freshly mixed garden salad with cherry tomatoes, Parmigiano cheese, oregano , served with olive oil and balsamico dressing.",36,https://images.deliveryhero.io/image/talabat/Menuitems/612BB7D219DF533FE24B736ADAF36E57?width=172&amp;height=172
58,Mediterranean Feta Salad,"Freshly mixed garden salad, tomatoes, cucumber, red onion, Taggiasca olives, green peppers, feta cheese, oregano, olive oil and lemon dressing.",45,https://images.deliveryhero.io/image/talabat/Menuitems/B3D6054CF2D303172F5A2531269575F5?width=172&amp;height=172
59,Healthy Kale Salad,"Kale leaves, mixed lettuces, radiccio lettuce, semi-dried tomatoes, pomegranate, grapefruit, pumpkin seeds, goat cheese, honey/mustard dressing.",44,https://images.deliveryhero.io/image/talabat/Menuitems/EF2A4CD2F293613E19C87EC8C5A1E780?width=172&amp;height=172
60,Burrata Salad,"Creamy burrata cheese with mixed green, avocado, pomegranate seed. Served with avocado balsamic dressing.",55,https://images.deliveryhero.io/image/talabat/Menuitems/C69DE07AC6897320897559CD80ABFB51?width=172&amp;height=172
61,Pumpkin Soup with Prawns,Creamy pumpkin soup served with sauteed prawns.,35,https://images.deliveryhero.io/image/talabat/Menuitems/C42CF5E7681F7CC12233A117863D9935?width=172&amp;height=172
62,Mushroom Soup,"Button mushroom, brown mushroom, red onion, fresh garlic, cream sauce, dry thyme and dry rosemary.",32,https://images.deliveryhero.io/image/talabat/Menuitems/7047D30EE07CCD120439037D8C6BE14B?width=172&amp;height=172
63,Nutella Pizza,"Pizza dough, Nutella, cream, fresh banana, fresh strawberry, walnut mixed and icing sugar.",29,https://images.deliveryhero.io/image/talabat/Menuitems/9A0AA6DD3AEE36999A318D8521568972?width=172&amp;height=172
64,Traditional Tiramisu,Savoiardi biscuits dipped in espresso coffee and layered with velvety mascarpone cream.,24,https://images.deliveryhero.io/image/talabat/Menuitems/15E4530397B8FD528C076B52E7259201?width=172&amp;height=172
65,Triple Chocolate Mousse,"Mousse of white, dark and milk chocolate with vanilla whipped cream and chocolate powder.",24,https://images.deliveryhero.io/image/talabat/Menuitems/2A9E3BE3608337B1D9CB347F0253F0F4?width=172&amp;height=172
66,Italian Cheesecake,Soft cheese cake with amaretti biscuits and strawberry jam.,32,https://images.deliveryhero.io/image/talabat/Menuitems/BC237A45D0559E9A87FD1BFDFA027A1A?width=172&amp;height=172
67,Classic Brownies,Chocolate classic brownies. 1 piece.,18,https://images.deliveryhero.io/image/talabat/Menuitems/1831AAFA87957E88C1A3D4F18A81319E?width=172&amp;height=172
68,Pepsi,,10,https://images.deliveryhero.io/image/talabat/Menuitems/A3801255E9A9B4C6153F4F3073F37BAD?width=172&amp;height=172
69,Diet Pepsi,,10,https://images.deliveryhero.io/image/talabat/Menuitems/5997F8378FC7F0E4120F4D6DB7692E40?width=172&amp;height=172
70,7Up,,10,https://images.deliveryhero.io/image/talabat/Menuitems/603314A6B293B8E02642AF0ACB211780?width=172&amp;height=172
71,Diet 7Up,,10,https://images.deliveryhero.io/image/talabat/Menuitems/EAEE7A437B8CABB8394E98574E111BC1?width=172&amp;height=172
72,Mirinda,,10,https://images.deliveryhero.io/image/talabat/Menuitems/41B6054D2F96F07CB5C0DE8798D4D4CF?width=172&amp;height=172
73,Mountain Dew,,10,https://images.deliveryhero.io/image/talabat/Menuitems/B7ECC26DE2D6EC97E02C54366E7CF1C0?width=172&amp;height=172
74,Al Ain Water Small,,6,https://images.deliveryhero.io/image/talabat/Menuitems/CA406B1CDD6B0E50D91AF73830C60DF0?width=172&amp;height=172
75,Al Ain Water Large,,12,https://images.deliveryhero.io/image/talabat/Menuitems/FED8D82E2217A4D3BE42D1BEBA586259?width=172&amp;height=172
,,,,
0,Cheesy Garlic Bread (Vegetarian),"A full mini French loaf topped with dried oregano, garlic butter & mozzarella",29,https://images.deliveryhero.io/image/talabat/Menuitems/A1DDBDD2D82D56111A263617AECC3FE0?width=172&amp;height=172
1,Arancini,(7 pieces) Wild mushroom risotto balls with green peas & mozzarella served with our homemade roasted pomodoro sauce.,42,https://images.deliveryhero.io/image/talabat/Menuitems/0A3AC325B1A1D8F372E0B36A17C921F9?width=172&amp;height=172
2,Crispy Calamari,Fried calamari with tartar sauce & lemon wedge.,39,https://images.deliveryhero.io/image/talabat/Menuitems/68A935BD3BB7EC14C070753FD7C01BAC?width=172&amp;height=172
3,Bruschetta (Vegetarian),Toasted baguette served with fresh tomato basil salsa with extra virgin olive oil.,29,https://images.deliveryhero.io/image/talabat/Menuitems/10751499C027F89DEED2C415913BEED8?width=172&amp;height=172
4,Caesar Salad (Vegetarian),"Romaine lettuce, croutons, shaved parmesan with classic homemade Caesar dressing.",25,https://images.deliveryhero.io/image/talabat/Menuitems/DF2A5B8453F8AF03826E63174E97DBCF?width=172&amp;height=172
5,Caesar Salad with Grilled Chicken,"Grilled Chicken, Romaine lettuce, croutons, shaved parmesan with classic homemade Caesar dressing.",35,https://images.deliveryhero.io/image/talabat/Menuitems/DE6E9821A9C8CB79C3D9F8BF9DC6A762?width=172&amp;height=172
6,Penne Pomodoro,"Penne pasta with extra virgin olive oil, red onion, garlic & chili flakes soffritto, cherry tomatoes, fresh parsley, and grated parmesan cheese.",42,https://images.deliveryhero.io/image/talabat/Menuitems/56D975106E235C6D9F7C8EC0B4FE88CD?width=172&amp;height=172
7,Spaghetti Bolognese,Spaghetti tossed in a classic minced beef sauce garnished with fresh parsley & grated parmesan cheese.,42,https://images.deliveryhero.io/image/talabat/Menuitems/0BD6023AD8F2639E071150C6E6FA30F0?width=172&amp;height=172
8,Spaghetti Puttanesca,"Spaghetti pasta in a pomodoro sauce mixed with anchovies, oregano, black olives, capers and chili, garnished with parmesan cheese and parsley.",46,https://images.deliveryhero.io/image/talabat/Menuitems/6B91B915B54219E2B921C3FE0557578D?width=172&amp;height=172
9,Pappardelle Alfredo,"Pappardelle pasta in a cream sauce with marinated lemon thyme grilled chicken breast, mushrooms, grated parmesan cheese and chopped parsley.",60,https://images.deliveryhero.io/image/talabat/Menuitems/98B5EB66D2884CAFD6EB07E3F93A0843?width=172&amp;height=172
10,Tagliatelle Sriracha Shrimp,"Tagliatelle pasta with shrimps, cherry tomatoes and baby spinach tossed in a sriracha cream sauce.",65,https://images.deliveryhero.io/image/talabat/Menuitems/67AFE4A919444A03B6DF8C38F5965BB0?width=172&amp;height=172
11,Tuscan Chicken Mac & Cheese,"Grilled Tuscan chicken and macaroni with sundried tomato & spinach in a parmesan & gruyere cheese sauce, topped with chopped parsley.",58,https://images.deliveryhero.io/image/talabat/Menuitems/A3259420132F8E58ABFD7965A222FE4F?width=172&amp;height=172
12,Gnocchi Gorgonzola,"Ricotta gnocchi in a gorgonzola cream sauce topped with fresh basil, parmesan cheese and chopped chives.",57,https://images.deliveryhero.io/image/talabat/Menuitems/1B23C4A261D7B2A9EBCE900D308BD7DF?width=172&amp;height=172
13,Gnocchi Genovese,"Homemade ricotta gnocchi, basil pesto cream sauce, toasted pine nuts and grated parmesan cheese.",62,https://images.deliveryhero.io/image/talabat/Menuitems/736F77C793EA99748DEF6AE0DD4CBC0B?width=172&amp;height=172
14,Gnocchi Pomodoro,"Homemade ricotta gnocchi, extra virgin olive oil, onion, garlic & chili flakes soffritto, cherry tomato, fresh parsley and grated parmesan cheese.",54,https://images.deliveryhero.io/image/talabat/Menuitems/F7BAB676D9F2A4368B528C1DFF47A87B?width=172&amp;height=172
15,Wild Mushroom Risotto,"Creamy risotto cooked with roasted mushrooms, and grated parmesan cheese.",56,https://images.deliveryhero.io/image/talabat/Menuitems/F72F0A2E6A392C8773E3F72B386EF5AE?width=172&amp;height=172
16,Green Goddess Risotto,"Creamy risotto cooked in a spinach, parsley, mint, basil & spring onion broth with green peas & grated parmesan cheese.",48,https://images.deliveryhero.io/image/talabat/Menuitems/8184F82794220C8285B3D3E58C90F83C?width=172&amp;height=172
17,Penne Pomodoro (Vegetarian),"Penne pasta with extra virgin olive oil, red onion, garlic & chili flakes soffritto, cherry tomatoes, fresh parsley, and grated parmesan cheese.",42,https://images.deliveryhero.io/image/talabat/Menuitems/F0EF240E171ADBE3445AB1C76F2FE976?width=172&amp;height=172
18,Gnocchi Gorgonzola (Vegetarian),"Ricotta gnocchi in a gorgonzola cream sauce topped with fresh basil, parmesan cheese and chopped chives.",57,https://images.deliveryhero.io/image/talabat/Menuitems/916A85E2D73612EFBA89002D59D6AEF8?width=172&amp;height=172
19,Gnocchi Genovese (Vegetarian),"Homemade ricotta gnocchi, basil pesto cream sauce, toasted pine nuts and grated parmesan cheese.",62,https://images.deliveryhero.io/image/talabat/Menuitems/C380A50686B5F938741F365A1897917D?width=172&amp;height=172
20,Gnocchi Pomodoro (Vegetarian),"Homemade ricotta gnocchi, extra virgin olive oil, onion, garlic & chili flakes soffritto, cherry tomato, fresh parsley and grated parmesan cheese.",54,https://images.deliveryhero.io/image/talabat/Menuitems/8FD5EA2940B59B4DD2B2613E06D20930?width=172&amp;height=172
21,Green Goddess Risotto (Vegetarian),"Creamy risotto cooked in a spinach, parsley, mint, basil & spring onion broth with green peas & grated parmesan cheese.",48,https://images.deliveryhero.io/image/talabat/Menuitems/00ECB515F0EE968DC270BBA0AF3DF9FF?width=172&amp;height=172
22,Unicorn Mac & Cheese,Macaroni with a choice of sauce.,28,https://images.deliveryhero.io/image/talabat/Menuitems/DFC55CC1AB64B26A348B2EB985F51500?width=172&amp;height=172
23,Old-fashioned Lemonade (Vegetarian),,16,https://images.deliveryhero.io/image/talabat/Menuitems/C838AEF9A2C8AD921F2897EE959AE416?width=172&amp;height=172
24,Strawberry Lemonade (Vegetarian),,16,https://images.deliveryhero.io/image/talabat/Menuitems/8A100B3D182DE629D15E04410BCC9A1A?width=172&amp;height=172
25,Watermelon Lemonade (Vegetarian),,16,https://images.deliveryhero.io/image/talabat/Menuitems/5115C5A3393A7F23044D5D80AD378B86?width=172&amp;height=172
